"","min_2","max_other","macro_score","micro_T8","micro_T4","micro_Myeloid"
"TP53TG3D",0.00816884176182708,0,0.00816884176182708,0.18,0.1,0.02
"SHCBP1",0.279416802610114,0.396283618581907,-0.116866815971793,1.33,0.11,1.1
"VPS35",2.98600458865946,3.14,-0.153995411340544,0.6,0.96,2.64
"ORC6",0.248864192495922,0.626104319478403,-0.377240126982481,1.57,1.88,0.83
"MYLK3",0.0134013050570962,0,0.0134013050570962,0.13,0,0.02
"C16orf87",1.43001427406199,1.9,-0.46998572593801,1.25,2.59,1.84
"GPT2",0.191943311582382,0.563431132844336,-0.371487821261954,0.09,0.28,0.51
"DNAJA2",2.45388458401305,2.78,-0.326115415986949,0.68,1,2.81
"NETO2",0.445299901671583,1.75,-1.30470009832842,0.2,1.82,1
"ITFG1",2.06449836867863,2.91,-0.84550163132137,0.49,2.85,1.21
"PHKB",1.74904975530179,2.72,-0.970950244698206,0.21,2.53,3.53
"ABCC12",0,0,0,0,0.16,0
"ABCC11",0,0,0,0,0,0.02
"LONP2",1.69867455138662,2.58,-0.881325448613377,0.72,0.46,2.19
"SIAH1",0.926244947011909,2.06,-1.13375505298809,0.56,1.06,2.83
"N4BP1",1.60807911908646,1.7,-0.0919208809135399,1.13,0.58,1.87
"CBLN1",0,0,0,0,0.28,0
"C16orf78",0,0.03,-0.03,0,0,0
"ZNF423",0,0.97,-0.97,0,0,0.01
"CNEP1R1",1.21569738988581,1.23,-0.0143026101141925,0.37,1.46,4.37
"HEATR3",0.607877198732656,0.79,-0.182122801267344,0.43,0.79,0.86
"PAPD5",1.10134176182708,2.03,-0.92865823817292,0.47,1.36,1.82
"ADCY7",1.64129893964111,2.59,-0.948701060358891,0.15,1.75,1.06
"BRD7",1.10342456025347,1.26,-0.156575439746531,0.67,1.28,1.31
"NKD1",0.0838845840130506,0.56,-0.47611541598695,0.17,0.47,0.53
"SNX20",1.84404975530179,2.81,-0.965950244698206,0.39,1.87,1.11
"NOD2",0.254044575549,0.24,0.0140445755490003,0.24,0.29,0.9
"CYLD",1.79769168026101,3.16,-1.36230831973899,0.79,0.42,1.96
"TOX3",0.0102720419534579,0.02,-0.00972795804654212,0.02,0.08,0.07
"RP11-467J12.4",0,0,0,0,0,0.01
"CHD9",2.49645963072217,4.06,-1.56354036927783,0.61,0.79,3.42
"RBL2",1.33123776508972,3.44,-2.10876223491028,0.87,0.86,3.29
"AKTIP",0.613356443719413,1.95,-1.33664355628059,0.49,0.65,5.11
"RPGRIP1L",0.167932300163132,0.69,-0.522067699836868,0.23,0.41,0.35
"FTO",0.484853181076672,1.42,-0.935146818923328,0.84,1.19,0.72
"IRX3",0.137934339314845,0.57,-0.432065660685155,0.12,0.35,0.55
"IRX5",0.0140660685154976,0.0314153762564521,-0.0173493077409545,0.06,0.22,0.03
"IRX6",0,0,0,0,0,0.01
"MMP2",0.240016934338468,6.34,-6.09998306566153,0.72,0.66,1.22
"LPCAT2",0.105368185294439,2.57,-2.46463181470556,0.25,2,3.82
"CAPNS2",0.00154812629738883,0.09,-0.0884518737026112,0,0.02,0.02
"SLC6A2",0,0.06,-0.06,0,0,0
"CES1",0.103026330164973,1.74,-1.63697366983503,0.14,0.24,1.65
"CES5A",0,0.02,-0.02,0,0,0
"GNAO1",0.0447716150081566,0.28,-0.235228384991843,0.91,0.96,1.74
"AMFR",0.924572817655414,2.05,-1.12542718234459,0.27,0.88,1.76
"NUDT21",2.59098287112561,2.74961966856832,-0.158636797442712,0.82,3.37,2.07
"OGFOD1",0.917891517128874,1.88,-0.962108482871125,0.46,0.95,1.58
"BBS2",0.714134163662187,1.48,-0.765865836337813,0.55,1.24,1.18
"MT3",0.254995629848137,0.09,0.164995629848137,0.47,1.58,0.77
"MT2A",6.53606194690265,9.13,-2.59393805309735,1.26,1.58,4.45
"MT1E",3.50704730831974,6.24,-2.73295269168026,1.32,2.04,3.92
"MT1M",0.265905713973561,4.86,-4.59409428602644,0.37,0.7,2.33
"MT1A",0.0957128810226155,3.09,-2.99428711897738,0.38,0.33,0.77
"MT1B",0.00619250518955534,0,0.00619250518955534,0,0.08,0.04
"MT1F",2.96647838499184,2.52,0.446478384991844,1.2,2.67,3.33
"MT1G",0.380853272151207,0.82,-0.439146727848793,0.33,0.55,4.92
"MT1H",0.098452419971594,0.225061124694377,-0.126608704722782,0.29,0.29,3.49
"RP11-249C24.12",0,0,0,0.01,0,0
"MT1X",3.48287501365672,6.36,-2.87712498634328,0.12,1.15,5.47
"NUP93",1.45805261011419,2.11,-0.651947389885807,0.45,0.75,0.6
"SLC12A3",0,0.182146155935887,-0.182146155935887,0,0,0.86
"HERPUD1",4.75631729200652,7.01137190980712,-2.25505461780059,0.52,2.28,3.39
"CETP",0.019671146072326,1.78,-1.76032885392767,0.05,0.04,0.23
"NLRC5",1.06275489396411,2.65,-1.58724510603589,0.54,0.46,2.23
"CPNE2",0.803323817292007,2.56,-1.75667618270799,1.54,3.08,0.92
"FAM192A",2.72364192495922,2.9,-0.176358075040783,0.8,1.41,1.68
"RSPRY1",1.18798735725938,2.15,-0.96201264274062,0.56,1.96,1.57
"ARL2BP",2.21199836867863,3.37,-1.15800163132137,0.66,0.44,2.76
"PLLP",0.0693739804241436,3.6,-3.53062601957586,0.11,0.96,0.31
"CCL22",0.114991843393148,0.309331703341483,-0.194339859948335,0.11,1.87,5.62
"CX3CL1",0.0357748776508972,3.4,-3.3642251223491,0.15,0.36,0.04
"CCL17",0.122619906041735,0.233697364846509,-0.111077458804774,0.23,0.21,9.31
"CIAPIN1",1.45685358890701,2.51,-1.05314641109299,0.46,0.77,0.68
"COQ9",1.33926386623165,3.29,-1.95073613376835,0.83,0.67,2.25
"POLR2C",1.93345636215334,3.01,-1.07654363784666,0.23,1.2,1.46
"DOK4",0.0140660685154976,0.94,-0.925933931484502,0.16,0.08,0.03
"CCDC102A",0.0236745513866232,0.75,-0.726325448613377,0.26,0.11,0.05
"DRC7",0.00309625259477767,0,0.00309625259477767,0,0.04,0.02
"KATNB1",1.16090946166395,1.33879380603097,-0.177884344367022,0.35,1.43,2.53
"KIFC3",0.450572489894024,2.4,-1.94942751010598,0.71,0.23,1.6
"CNGB1",0.00210914454277286,0,0.00210914454277286,0,0.03,0.05
"TEPP",0.112826264274062,0.22,-0.107173735725938,0.43,0.37,0.23
"ZNF319",0.128227977161501,0.62,-0.491772022838499,0.22,0.35,0.41
"USB1",1.89879282218597,2.04,-0.141207177814029,0.57,1.04,1.01
"MMP15",0.144872173058014,2.08,-1.93512782694199,0.29,0.2,0.26
"CFAP20",1.29100530179445,3.46,-2.16899469820555,0.18,0.63,0.52
"CSNK2A2",1.01768352365416,1.77,-0.75231647634584,0.46,1.32,4.58
"CCDC113",0.0659111766633891,0.14,-0.074088823336611,0.18,0.05,0.3
"GINS3",0.171062398042414,0.39,-0.218937601957586,0.53,0.28,0.27
"NDRG4",0.0150081566068515,0.79,-0.774991843393149,0.06,0.19,0.04
"SETD6",0.34997145187602,1.14,-0.79002854812398,0.38,1.25,2.87
"CNOT1",1.52526508972268,2.31,-0.784734910277325,0.22,2.23,1.72
"SLC38A7",0.477739538948978,0.86,-0.382260461051022,0.52,0.74,1.22
"GOT2",1.10087275693312,1.94,-0.839127243066884,0.0999999999999999,0.84,1.61
"CDH8",0.00233803124658582,0.4,-0.397661968753414,0,0.05,0.31
"CDH11",0.11020922102043,4.48,-4.36979077897957,0.23,0.32,0.37
"CDH5",0.0646288743882545,5.18,-5.11537112561175,0.22,0.11,0.1
"BEAN1",0.0206992242980444,0.1,-0.0793007757019557,0.12,0.05,0.16
"RP11-403P17.5",0,0,0,0,0,0
"TK2",0.993128482464766,1.39,-0.396871517535234,0.21,1.11,1.85
"CKLF",4.69452691680261,4.15,0.544526916802609,0.87,1.03,2.77
"CKLF-CMTM1",0.0160603080957063,0.18,-0.163939691904294,0.05,0.05,0.23
"CMTM1",0.0703833605220228,0.07,0.000383360522022841,0.25,0.12,0.16
"CMTM2",0.104156560690484,0.03,0.074156560690484,0.11,0.35,0.2
"CMTM3",2.77358482871126,3.74,-0.966415171288744,0.52,0.89,2.94
"CMTM4",0.071712006992243,1.24,-1.16828799300776,0.2,0.02,0.47
"DYNC1LI2",1.85684747145188,3.64,-1.78315252854812,0.25,0.88,3.04
"NAE1",1.39314437194127,2.99,-1.59685562805873,0.57,0.46,2.18
"CA7",0,0,0,0,0,0
"PDP2",0.170010195758564,0.83,-0.659989804241435,0.43,0.87,0.38
"CDH16",0,0,0,0,0,0
"RRAD",0.118117010816126,1.23,-1.11188298918387,0.2,0.36,0.59
"FAM96B",4.33853588907015,4.54,-0.201464110929853,0.25,0.92,1.85
"CES2",1.07493270799347,2.01,-0.935067292006525,0.18,0.65,4.72
"CES3",0.0152490986561783,0.00986960065199674,0.00537949800418156,0.07,0.03,0.07
"CES4A",0.297014681892333,0.76,-0.462985318107667,0.49,2.15,0.85
"CBFB",2.06681076672104,2.34,-0.273189233278956,0.54,2.77,3.89
"C16orf70",0.685040423904731,0.98,-0.294959576095269,0.1,0.49,0.87
"B3GNT9",0.0938907014681892,1.26,-1.16610929853181,0.32,0.44,0.24
"TRADD",2.36426590538336,3.36322738386308,-0.99896147847972,0.61,1.55,2.54
"FBXL8",0.404641109298532,1.04,-0.635358890701468,0.45,1.13,0.99
"RP11-5A19.5",0,0,0,0,0,0
"HSF4",0.201216541024801,0.7,-0.498783458975199,0.43,0.4,1.1
"NOL3",0.495779525838523,1.84,-1.34422047416148,0.41,0.91,1.37
"KIAA0895L",0.190391517128874,1.62,-1.42960848287113,0.53,0.87,0.32
"EXOC3L1",0.0530935212498634,2.44,-2.38690647875014,0.13,0.14,0.88
"E2F4",1.7397634584013,2.66,-0.920236541598695,0.66,2.36,2.24
"ELMO3",0.267171696574225,0.445044824775876,-0.177873128201651,0.47,2.28,0.49
"LRRC29",0.211369496339998,0.57,-0.358630503660002,0.25,0.26,1.05
"TMEM208",3.05021359117229,3.98,-0.929786408827706,0.32,1.87,2.81
"FHOD1",1.00111337683524,2.31,-1.30888662316476,0.72,1.13,2.36
"SLC9A5",0.0118515497553018,0.25,-0.238148450244698,0.12,0,0.02
"PLEKHG4",0.0435746329526917,0.47,-0.426425367047308,0.43,0.46,0.91
"KCTD19",0.00368270799347471,0.0235180657430046,-0.0198353577495299,0.42,0.06,0.01
"LRRC36",0.00224243417458757,0.63,-0.627757565825412,0.01,0,0.17
"TPPP3",0.521533442088091,4.84,-4.31846655791191,0.69,1.05,0.86
"ZDHHC1",0.0319933355184093,0.47,-0.438006664481591,0.2,0.05,0.07
"HSD11B2",0.0067273025237627,0.54,-0.533272697476237,0.03,0,0.07
"ATP6V0D1",3.14042335846171,3.64,-0.499576641538293,0.22,3.23,1.8
"AGRP",0.0227133180378018,0.179649551752241,-0.156936233714439,0.07,0,1.81
"FAM65A",0.272136457991915,3.01,-2.73786354200808,0.22,0.62,1.06
"CTCF",1.23073613376835,2.27,-1.03926386623165,1.13,2.59,1.79
"ACD",1.05613580750408,2.06,-1.00386419249592,0.27,1.12,1.7
"PARD6A",0.549345432300163,1.22003803314317,-0.670692600843005,0.39,1.47,0.77
"ENKD1",0.206332350049164,0.72,-0.513667649950836,0.11,0.35,0.76
"C16orf86",0.49562930186824,0.84,-0.34437069813176,0.55,0.99,1.42
"GFOD2",0.488484910277325,2.99,-2.50151508972268,0.42,1.4,0.93
"RANBP10",0.370744290375204,1.08,-0.709255709624796,0.55,0.77,0.62
"TSNAXIP1",0.0220962479608483,0.1,-0.0779037520391517,0.05,0.12,0.06
"CENPT",0.860042822185971,2.2,-1.33995717781403,0.66,2.15,1.54
"THAP11",0.959535073409462,2.12,-1.16046492659054,0.47,0.73,1.38
"NUTF2",2.82929853181077,3.41,-0.580701468189233,0.49,0.65,3.28
"EDC4",0.0184135399673736,0.0333007334963325,-0.0148871935289589,0.06,0.17,0.05
"NRN1L",0.00407953676390255,0,0.00407953676390255,0.02,0,0.03
"PSKH1",0.173225938009788,0.83,-0.656774061990212,0.13,0.74,0.26
"CTRL",0.0358564437194127,0.37,-0.334143556280587,0.15,0.23,0.07
"CTC-479C5.12",1.02943515497553,1.31,-0.28056484502447,0.69,1.2,1.45
"PSMB10",3.10960668633235,3.67,-0.56039331366765,0.7,1.85,4.17
"LCAT",0.145536296900489,1,-0.854463703099511,0.28,0.18,0.59
"SLC12A4",0.428273790014203,1.99,-1.5617262099858,0.35,0.41,0.71
"DPEP3",0.0115459412214574,0.01,0.00154594122145745,0.06,0.03,0.47
"DPEP2",1.10055446301759,1.55,-0.44944553698241,0.94,0.3,2.08
"DUS2",0.87401101141925,1.59829394186362,-0.724282930444374,0.47,1.09,1.03
"DDX28",0.866009380097879,1.57,-0.703990619902121,0.65,1.38,1.19
"NFATC3",1.34375407830343,3.27,-1.92624592169657,0.13,2.87,1.91
"ESRP2",0.045025128373211,0.15,-0.104974871626789,0.05,0.13,0.14
"PLA2G15",0.620998579700645,1.14,-0.519001420299355,0.12,2.72,1.92
"SLC7A6",0.448232055464927,1.55,-1.10176794453507,0.53,0.45,0.77
"SLC7A6OS",1.12893556280587,2.1,-0.971064437194127,0.41,1.07,1.3
"PRMT7",0.628319738988581,1.08,-0.451680261011419,0.35,0.49,1.23
"SMPD3",0.0722145187601958,0.68,-0.607785481239804,0.87,0.74,0.19
"ZFP90",0.545617862969005,1.38,-0.834382137030995,0.37,0.75,1.22
"CDH3",0.24463295269168,0.73,-0.48536704730832,0.37,0.59,0.38
"CDH1",0.490823227357151,1.02303450149416,-0.532211274137008,0.61,0.75,0.93
"TANGO6",0.401902528548124,0.808579190437381,-0.406676661889257,0.43,1.22,0.74
"HAS3",0.0275740194471758,0.0432246672099973,-0.0156506477628215,0.06,0.08,0.4
"CHTF8",1.74835032626427,2.14,-0.391649673735726,0.41,0.47,2.64
"SNTB2",0.801533442088091,2.54,-1.73846655791191,0.72,0.99,1.02
"VPS4A",2.01629893964111,2.9,-0.883701060358891,0.1,0.89,2.18
"PDF",0,0.0359032871502309,-0.0359032871502309,0,0,0.09
"NIP7",1.30404363784666,2.16,-0.855956362153344,0.81,1.34,1.15
"TMED6",0.014094616639478,0.0884515077424613,-0.0743568911029833,0.07,0.14,0.03
"TERF2",0.560997145187602,1.32,-0.759002854812398,0.29,1.17,0.77
"CYB5B",2.36044045676998,3.87,-1.50955954323002,0.66,0.72,2.82
"NFAT5",1.37067699836868,3.2,-1.82932300163132,0.85,3.08,2.17
"NQO1",1.01381117455139,3.56,-2.54618882544861,0.82,1.53,1.38
"NOB1",1.78276305057096,2.89,-1.10723694942904,0.23,1.01,2.29
"WWP2",1.139588091354,1.81,-0.670411908646003,0.29,1.06,1.21
"CLEC18A",0.0371859706362153,0.16,-0.122814029363785,0.12,0.26,0.06
"PDPR",0.922400081566068,1.6,-0.677599918433932,0.38,1.33,2.3
"CLEC18C",0,0,0,0,0,0
"EXOSC6",0.686139885807504,1.88,-1.1938601141925,0.12,0.34,1.14
"AARS",1.17830138662316,2.42,-1.24169861337684,0.53,2.05,1.37
"DDX19B",1.62400081566069,2.15,-0.525999184339315,0.18,1.01,1.76
"DDX19A",0.766303017944535,1.64,-0.873696982055465,0.13,0.77,1.03
"ST3GAL2",0.773737765089723,2.23,-1.45626223491028,0.42,1.34,1.74
"FUK",0.39317088091354,1.07,-0.67682911908646,0.33,0.72,0.5
"COG4",1.08017740619902,2.07,-0.989822593800979,0.75,2.24,1.29
"SF3B3",1.3630689233279,2.15,-0.786931076672104,0.66,1.16,1.31
"IL34",0,1.55,-1.55,0,0,0
"MTSS1L",0.0451496777013001,1.38,-1.3348503222987,0.11,0.18,0.34
"VAC14",0.950797552714957,1.2,-0.249202447285043,0.44,1.19,4.49
"HYDIN",0,0.11,-0.11,0,0,0.36
"CMTR2",1.23491843393148,2.7,-1.46508156606852,0.48,2.21,1.28
"CALB2",0.00309625259477767,0.88,-0.876903747405222,0,0.04,3.95
"ZNF23",0.0449388254486134,0.41,-0.365061174551387,0.29,0.35,1.1
"AC010547.9",0,0,0,0,0,0
"ZNF19",0.165026508972268,0.66015213257267,-0.495125623600403,0.31,0.47,0.22
"CHST4",0.00541844204086092,0.24,-0.234581557959139,0,0.07,0.18
"TAT",0,0,0,0,0.02,0
"MARVELD3",0.0964396411092985,0.31,-0.213560358890701,0.24,0.53,0.18
"PHLPP2",0.1463132137031,0.58,-0.4336867862969,0.31,0.55,0.6
"AP1G1",1.1538132137031,1.38,-0.2261867862969,0.58,1.84,1.93
"ATXN1L",0.532928221859706,1.57,-1.03707177814029,0.2,1.4,2.07
"IST1",2.18422920065253,2.88,-0.695770799347471,0.5,1.34,0.9
"ZNF821",0.979716557911909,1.90041836457484,-0.920701806662935,0.73,0.91,1.79
"PKD1L3",0.00368270799347471,0.01,-0.00631729200652529,0.04,0,0.01
"DHODH",0.714714518760196,1.48,-0.765285481239804,0.26,0.45,1.05
"TXNL4B",1.01637438825449,1.73,-0.713625611745514,0.49,1.42,1.2
"HP",0.0676958374303507,1.73,-1.66230416256965,0.18,0.12,0.51
"HPR",0,0.33,-0.33,0.02,0,0
"DHX38",1.07421696574225,2.29,-1.21578303425775,1.11,0.62,1.3
"PMFBP1",0.00428220255653884,0.0197392013039935,-0.0154569987474546,0.01,0,0.83
"ZFHX3",0.383876870971266,2.63,-2.24612312902873,0.22,0.82,1.86
"PSMD7",3.77548735725938,3.95,-0.17451264274062,0.57,0.97,4.26
"NPIPB15",0.134820554649266,0.65,-0.515179445350734,0.63,0.41,0.36
"CLEC18B",0,0.01,-0.01,0.03,0,0
"GLG1",2.03864192495922,3.59,-1.55135807504078,0.0799999999999996,0.56,2.37
"RFWD3",0.731857667210441,0.844813909263787,-0.112956242053347,0.54,0.97,0.85
"MLKL",1.72113580750408,2.44,-0.718864192495922,0.25,2.36,2.11
"FA2H",0.0528915171288744,0.621939690301548,-0.569048173172674,0.08,0.21,0.34
"WDR59",0.743270799347471,1.46,-0.716729200652529,0.47,1.09,0.87
"ZNRF1",0.437261419249592,2.17,-1.73273858075041,1.19,1.66,2.4
"LDHD",0.0636780290615099,0.28,-0.21632197093849,0.14,0.17,0.46
"ZFP1",0.140201876019576,0.92,-0.779798123980424,0.58,0.61,1.38
"CTRB2",0,0,0,0,0,0.02
"CTRB1",0,0,0,0,0,0
"BCAR1",0.165003277613897,3.34,-3.1749967223861,0.3,0.49,0.64
"CFDP1",2.65748164763458,3.65,-0.992518352365416,0.19,0.94,1.31
"RP11-77K12.1",0,0,0,0,0.32,0
"TMEM170A",1.88650897226754,2.66,-0.773491027732463,0.35,0.29,2.22
"CHST6",0.0337905604719764,0.3,-0.266209439528024,0.18,0,0.39
"TMEM231",0.100585236541599,1.1,-0.999414763458401,0.33,0.23,0.72
"GABARAPL2",4.19419657422512,5.34,-1.14580342577488,0.44,0.46,2.16
"ADAT1",0.814965334420881,1.44,-0.625034665579119,1.25,2,1.28
"KARS",2.88027528548124,3.25417821244227,-0.373902926961031,0.49,0.4,3.06
"TERF2IP",3.03713091353997,4.9,-1.86286908646003,0.220000000000001,0.96,2.72
"CNTNAP4",0,0,0,0.05,0,0
"MON1B",0.962079934747145,1.71,-0.747920065252855,0.45,0.33,1.11
"SYCE1L",0.528819331158238,2.23,-1.70118066884176,0.33,0.9,0.97
"ADAMTS18",0,1.33,-1.33,0,0,0
"NUDT7",0.365536296900489,1.27,-0.904463703099511,0.25,1.33,0.55
"VAT1L",0,0.18,-0.18,0.16,0.06,0
"CLEC3A",0,0,0,0,0,0
"WWOX",0.647487765089723,1.24,-0.592512234910277,0.13,0.87,1.03
"MAF",2.09121737357259,2.68,-0.588782626427407,0.95,3.85,2.65
"DYNLRB2",0.138207585644372,0.3,-0.161792414355628,0.33,2.06,0.26
"CDYL2",0.426070554649266,1.24,-0.813929445350734,0.36,0.49,0.62
"CMC2",2.7397777324633,3.18,-0.440222267536705,0.59,1.73,1.74
"CENPN",0.823507340946166,1.05,-0.226492659053834,1.45,0.83,1.25
"ATMIN",0.838754078303426,1.47,-0.631245921696574,0.15,1.04,1.04
"C16orf46",0.0391802610114192,0.51,-0.470819738988581,0.05,0.25,0.09
"GCSH",0.151290287337485,0.62,-0.468709712662515,0.44,0.28,0.61
"BCO1",0,0.00328986688399891,-0.00328986688399891,0,0,0.03
"GAN",0.469272022838499,2.24,-1.7707279771615,0.36,0.72,0.99
"CMIP",2.05535780618376,3.57,-1.51464219381624,0.86,2.08,2.33
"PLCG2",0.576632251720747,2.88093452866069,-2.30430227693994,1.04,0.24,2.47
"SDR42E1",0.0134318923327896,0.43,-0.41656810766721,0.25,0.57,0.85
"HSD17B2",0.0102785971812521,0.19,-0.179721402818748,0.04,0.08,0.05
"MPHOSPH6",2.3091434502349,2.14,0.169143450234896,0.33,2.53,3.44
"CDH13",0.0274434611602753,2.11,-2.08255653883972,0.15,0.06,0.13
"HSBP1",3.68685731454168,4.83,-1.14314268545832,0.73,0.59,1.86
"MLYCD",0.465736133768352,1.23,-0.764263866231648,0.39,1.2,1.34
"RP11-505K9.4",0,0.01,-0.01,0,0.24,0
"OSGIN1",0.0525789358680214,0.52,-0.467421064131979,0.18,0.1,0.53
"NECAB2",0,0.06,-0.06,0,0,0.11
"SLC38A8",0,0,0,0,0,0
"MBTPS1",1.08913743882545,2.51,-1.42086256117455,0.33,0.53,1.67
"HSDL1",0.860770785534797,1.26,-0.399229214465203,0.38,1.26,0.99
"DNAAF1",0.188872500819403,1.43328715023092,-1.24441464941151,0.35,0.47,1.2
"TAF1C",0.624973491027732,2.48,-1.85502650897227,0.22,0.74,0.86
"ADAD2",0.0113143231727303,0.37,-0.35868567682727,0.04,0.04,0.05
"WFDC1",0.00333005571943625,0.82,-0.816669944280564,0,0.02,0.01
"ATP2C2",0.0157544861337684,0.179853300733496,-0.164098814599728,0.12,0.24,0.04
"TLDC1",0.389347471451876,0.96,-0.570652528548124,0.56,1.11,1.7
"COTL1",4.8427515568666,3.75202662320022,1.09072493366638,1.32,0.42,4.35
"KLHL36",1.28764070146819,2.36,-1.07235929853181,0.11,1.68,1.53
"USP10",1.83759991843393,2.09880738929639,-0.261207470862455,0.61,0.73,1.99
"CRISPLD2",0.0957227138643068,4.82,-4.72427728613569,0.13,0.44,0.93
"ZDHHC7",1.18216377144106,1.51,-0.327836228558942,0.25,1.3,3.44
"KIAA0513",0.905640293637847,0.786500950828579,0.119139342809268,0.83,1.58,1.17
"FAM92B",0.0629404567699837,1.28023091551209,-1.21729045874211,0.33,0.21,0.11
"GSE1",0.666460032626427,2.06,-1.39353996737357,0.46,0.71,1.03
"GINS2",0.49915986949429,0.62,-0.12084013050571,2.25,1.08,1.78
"C16orf74",0.395214110929853,1.69140450964412,-1.29619039871427,0.5,2.37,0.63
"EMC8",1.94682504078303,2.8,-0.853174959216966,0.86,2.58,0.97
"COX4I1",6.63131525285481,6.85214072262972,-0.220825469774908,0.27,0.23,0.63
"IRF8",0.598493390145308,4.00868242325455,-3.41018903310924,0.88,0.56,7.18
"FOXF1",0.00515350158418005,2.53,-2.52484649841582,0.07,0.02,0.02
"MTHFSD",0.3636867862969,1.12,-0.7563132137031,0.26,1.06,0.45
"FOXC2",0,0.33,-0.33,0,0.07,0
"FOXL1",0,0.37,-0.37,0,0,0
"C16orf95",0.169210095050803,0.51,-0.340789904949197,0.1,0.26,0.47
"FBXO31",0.216415171288744,1.6,-1.38358482871126,0.52,1.39,0.83
"MAP1LC3B",4.31691068515498,4.47,-0.153089314845024,0.15,1.4,3.21
"ZCCHC14",0.293440948322954,1.52,-1.22655905167705,0.43,0.69,0.54
"JPH3",0,0.17,-0.17,0,0,0
"KLHDC4",0.898252446982055,2.78,-1.88174755301794,0.38,1.81,1.38
"SLC7A5",1.16676590538336,1.85755501222494,-0.690789106841578,0.84,2.85,1.47
"CA5A",0.0163181470556102,0.15,-0.13368185294439,0.08,0,0.16
"BANP",0.900966557911909,1.54,-0.639033442088091,0.42,1.44,1.18
"ZNF469",0.0739227575658254,1.46,-1.38607724243417,0.19,0.19,0.46
"ZFPM1",0.102245165519502,0.43,-0.327754834480498,0.08,0.17,0.2
"ZC3H18",1.06981647634584,2.45,-1.38018352365416,0.32,0.8,1.58
"IL17C",0.0384910277324633,0.33,-0.291508972267537,0.06,0.07,0.44
"CYBA",6.8263247022834,7.93573485465906,-1.10941015237566,0.14,1.68,2.03
"MVD",1.05433931484502,3.38,-2.32566068515497,0.36,0.84,1.37
"SNAI3",0.749510603588907,2.17,-1.42048939641109,0.55,1.66,1.49
"RNF166",1.95389885807504,4.46,-2.50610114192496,0.39,0.56,2.64
"CTU2",0.452520391517129,1.38,-0.927479608482871,0.57,1.36,0.65
"PIEZO1",0.832192088091354,2.76,-1.92780791190865,0.3,1.26,1.39
"CDT1",0.144726753670473,0.24974463461016,-0.105017880939687,0.69,0.08,0.51
"APRT",4.71804445350734,5.43,-0.711955546492659,0.38,0.2,2.02
"GALNS",1.0586911395171,1.75,-0.691308860482902,0.29,1.21,1.5
"TRAPPC2L",3.31512438825449,3.69,-0.374875611745514,0.36,1.87,2.7
"PABPN1L",0,0.0369817984243412,-0.0369817984243412,0,0,0
"CBFA2T3",0.00492133726647001,1.38472425971203,-1.37980292244556,0,0.07,2
"ACSF3",1.07842169657423,2.03,-0.951578303425775,0.36,0.53,1.69
"CDH15",0,0.24,-0.24,0,0,0.03
"SLC22A31",0.139106851549755,0.29560717196414,-0.156500320414385,0.36,0.34,0.19
"ZNF778",0.225207993474715,0.64,-0.414792006525285,0.06,0.47,0.56
"ANKRD11",2.13360318107667,3.59,-1.45639681892333,0.42,0.75,1.29
"SPG7",1.54382544861338,3.2,-1.65617455138662,0.29,2.87,1.95
"RPL13",8.62006729200653,9.97659060038033,-1.35652330837381,1.28,0.949999999999999,1.06
"CPNE7",0.161890293637847,0.78,-0.618109706362153,1.03,2.76,0.2
"DPEP1",0.00672920065252855,1.3,-1.29327079934747,0.02,0.11,0.03
"CHMP1A",1.93784257748777,2.53,-0.592157422512235,0.73,2.74,2.14
"SPATA33",0.564306688417618,2.11,-1.54569331158238,0.31,1.36,0.7
"CDK10",1.21293433931485,2.63,-1.41706566068515,0.17,0.52,1.88
"SPATA2L",0.588670473083197,1.26,-0.671329526916803,0.29,0.84,1.18
"VPS9D1",0.436431771004042,0.84,-0.403568228995958,0.45,1.83,0.93
"ZNF276",0.67103792822186,3,-2.32896207177814,0.81,1.35,1.96
"FANCA",0.641849510603589,1.25569410486281,-0.61384459425922,1,1.33,0.73
"SPIRE2",0.07057911908646,0.36,-0.28942088091354,0.26,0.28,0.12
"TCF25",3.46977569331158,4.65,-1.18022430668842,0.279999999999999,1.03,2.05
"MC1R",0.131994290375204,0.59,-0.458005709624796,0.52,0.15,0.42
"DEF8",1.69781984048946,2.45,-0.752180159510543,0.39,1.29,2.18
"CENPBD1",0.430811209439528,0.34,0.090811209439528,0.49,0.77,0.78
"DBNDD1",0.115529334644379,0.47,-0.354470665355621,0.09,2.27,0.39
"GAS8",0.226010051349284,0.71,-0.483989948650716,0.32,0.44,0.48
"PRDM7",0,0,0,0,0,0
"SCGB1C2",0,0,0,0,0,0
"DOC2B",0.00736541598694943,2.39,-2.38263458401305,0.25,0.18,0.02
"RPH3AL",0.241163006664482,1.55,-1.30883699333552,0.36,0.57,1.31
"C17orf97",0.176408827706763,0.73,-0.553591172293237,0.24,0.4,0.62
"VPS53",1.27165171288744,1.72,-0.448348287112561,0.43,2.09,4.27
"FAM57A",0.116198514148367,1.12,-1.00380148585163,0.12,0.39,0.38
"GEMIN4",0.374496329526917,0.738293941863624,-0.363797612336707,0.17,1.08,0.79
"GLOD4",2.41505709624796,2.97,-0.554942903752039,0.0899999999999999,0.32,0.97
