"","gene","target_score.x","target_score.y","target_score.x.1","target_score.y.1","target_score.x.2","target_score.y.2","target_score.x.3","target_score.y.3","target_score.x.4","target_score.y.4","score_avg"
"13020","PTTG1IP",-2.96,-2.6,-1.83,-2.79,-2.82,-3.45,-1.31,-1.66,-1.33,-2.19,-2.294
"13021","PTTG2",-0.41,-0.48,NA,-0.59,NA,-0.38,-0.13,0.22,0.01,NA,-0.251428571428571
"13022","PTX3",-0.67,-0.13,-0.48,-1.28,-0.23,-1.81,-1.13,-2.47,-2.21,-2.75,-1.316
"13023","PTX4",NA,-0.01,NA,-0.02,NA,-0.31,NA,-0.04,NA,NA,-0.095
"13024","PUF60",-0.0800000000000001,-0.0599999999999996,-0.35,-0.41,-0.17,-0.29,-0.13,-0.84,0.24,-0.65,-0.274
"13025","PUM1",-0.64,-0.11,-0.24,-0.32,-0.36,-0.33,0.0500000000000003,-0.76,-0.54,-1.37,-0.462
"13026","PUM2",-0.43,-0.59,-0.5,-0.59,-0.48,-0.34,-0.53,-0.92,-0.19,-0.9,-0.547
"13027","PURA",-0.71,-0.88,-0.53,-0.62,-0.3,-1,-0.68,-1.16,-1.06,-0.51,-0.745
"13028","PURB",-1.41,-0.62,-1.47,-0.43,-0.88,-2.4,-1.28,-0.69,-1.63,-1,-1.181
"13029","PURG",-0.21,-0.07,NA,-0.54,-0.07,-0.47,NA,NA,NA,NA,-0.272
"13030","PUS1",-0.55,-1.35,-1.67,-0.64,NA,-0.85,-1,-1.91,-0.72,-0.71,-1.04444444444444
"13031","PUS10",-0.17,-2,-1.52,-0.33,-1.24,-0.96,-0.4,-1.54,-0.27,-1.69,-1.012
"13032","PUS3",-0.66,-0.86,-1,-1.78,-0.58,-0.9,-0.21,-1.56,-1.76,-0.65,-0.996
"13033","PUS7",-0.55,-0.86,-2.04,-0.62,-1.05,-0.5,-0.27,-1.42,-0.67,-1.46,-0.944
"13034","PUS7L",-1.23,-0.37,-1.21,-0.73,-0.97,-2.06,-0.58,-2.52,-1.31,-0.6,-1.158
"13035","PUSL1",-0.72,-1.36,-0.73,-0.47,NA,-0.54,-0.7,-0.89,-0.63,-1.64,-0.853333333333333
"13036","PVALB",-1.58,-1.49,-0.71,-2.4,-0.53,-1.39,-0.78,-1.37,-2.17,NA,-1.38
"13037","PVR",-1.72,-3.56,-1.11,-2.13,-0.62,-1.52,-1.18,-1.8,-0.84,-1.57,-1.605
"13038","PVRIG",-0.59,-2.5,NA,-1.23,-1.02,-0.09,-0.84,-1.78,-1.16,-1.56,-1.19666666666667
"13039","PWP1",-2.39,-0.91,-0.84,-0.94,-1.76,-1.57,-1.19,-2.22,-0.46,-1.45,-1.373
"13040","PWP2",-0.37,-3.4,-0.72,-0.96,-0.79,-0.39,-0.56,-0.96,-0.12,-0.94,-0.921
"13041","PWWP2A",-1.17,-1.53,-2.06,-0.84,-0.35,-1.41,-0.46,-1.4,-0.47,-1.97,-1.166
"13042","PWWP2B",-4.68,-0.69,-2.36,-1.74,-1.64,-1.24,-1.27,-1.56,-1.34,-0.73,-1.725
"13043","PXDC1",-2.03,-2.02,-2.84,-1.45,-2.86,-4.64,-1.17,-2.4,-0.59,-2.28,-2.228
"13044","PXDN",-3.15,-3.47,-1.73,-3.48,-0.32,-5.77,-0.96,-0.62,NA,-3.72,-2.58
"13045","PXDNL",-0.08,-0.01,NA,-0.22,-0.83,-0.32,-0.11,-0.6,NA,NA,-0.31
"13046","PXK",-1.17,-0.77,-1.86,-2.06,-1.57,-0.95,-1.83,-2.07,-1.51,-1.56,-1.535
"13047","PXMP2",-1.04,-1.23,-0.26,-1.29,NA,-0.41,-0.82,-1.91,-0.37,-1.2,-0.947777777777778
"13048","PXMP4",-0.84,-0.85,-1.42,-0.9,NA,-0.77,-0.29,-0.63,-1.12,-0.6,-0.824444444444444
"13049","PXN",-2.57,-2.33,-1.43,-1.92,-2.31,-4.58,-1.58,-1.65,-2.37,-1.72,-2.246
"13050","PXT1",-0.16,-0.15,NA,-0.06,-0.66,-0.58,-0.26,-4.08,NA,NA,-0.85
"13051","PXYLP1",-0.56,NA,-2.57,NA,NA,-0.88,-1.51,-0.86,-0.56,-3.28,-1.46
"13052","PYCARD",-2.3,-1.69,-1.38,-1.56,-1.65,-2.27,-1.83,-2.54,-2.67,-2.05,-1.994
"13053","PYCR1",-2.67,-2.85,-1.48,-2.58,NA,-0.99,-3.17,-4.25,-3.07,-3.93,-2.77666666666667
"13054","PYCR2",0.00999999999999979,-1.6,-0.54,-0.6,NA,-0.24,-0.35,-2.07,-0.72,-0.24,-0.705555555555556
"13055","PYCRL",-0.97,-1.14,-1.11,-0.68,-0.89,NA,-0.75,-2.08,-0.65,-1.12,-1.04333333333333
"13056","PYDC1",-0.24,-1.33,NA,-0.19,-0.38,-0.12,-0.26,-0.41,NA,NA,-0.418571428571429
"13057","PYDC2",NA,NA,NA,-0.07,-0.11,-0.04,NA,-0.74,NA,NA,-0.24
"13058","PYGB",-0.71,-1.13,-1.12,-0.82,-1.59,-0.1,-0.85,-1.05,-0.46,-1.1,-0.893
"13059","PYGL",-2.07,-2.24,-5.09,-2.76,-3.95,-2.75,-2.06,-2.74,-2.55,-2.68,-2.889
"13060","PYGM",-2.03,-2.32,-1.48,-0.3,-0.93,-0.77,-0.38,-1.91,-0.7,-1.31,-1.213
"13061","PYGO1",-0.14,-0.03,-0.01,-0.11,-0.04,-0.75,NA,-1.77,NA,-0.29,-0.3925
"13062","PYGO2",-1.48,-1.19,-0.5,-0.66,-0.7,-1.15,-0.79,-0.78,-0.82,-0.8,-0.887
"13063","PYHIN1",-0.75,-2.82,-1.07,-1.25,-1.28,-0.72,-1.01,-0.8,-1.57,-0.909999999999999,-1.218
"13064","PYROXD1",-0.27,-0.79,-1.19,-0.79,-0.44,-1.06,-0.3,-0.37,-0.0900000000000001,-1.83,-0.713
"13065","PYROXD2",-1.36,-1.33,-1.45,-0.77,-1.63,-0.55,-0.79,-2.1,-0.52,-1.58,-1.208
"13066","PYURF",-0.0800000000000001,-0.76,-0.0299999999999998,-0.13,NA,-0.4,-0.23,-1.11,-0.42,-0.34,-0.388888888888889
"13067","PYY",0,-0.19,NA,-0.12,NA,-0.1,NA,-0.02,NA,-0.04,-0.0783333333333333
"13068","PZP",-1.1,-0.2,NA,-0.9,-0.18,-0.44,-0.06,-2.82,NA,-2.36,-1.0075
"13069","QARS",-0.89,-1.72,-0.71,-0.61,-1.01,-1.47,-0.15,-1,-0.32,-0.62,-0.85
"13070","QDPR",-0.69,-1.66,-0.85,-0.94,NA,-0.79,-2.38,-2.49,-0.8,-1.36,-1.32888888888889
"13071","QKI",-2.35,-0.96,-1.91,-0.92,-2.96,-2.22,-1.8,-1.65,-2.06,-2.46,-1.929
"13072","QPCT",-3.68,-4.44,-3.66,-2.88,-2.31,-3.72,-2.67,-4.07,-2.71,-2.36,-3.25
"13073","QPCTL",-0.92,-2.09,-0.98,-1.55,-1.36,-0.81,-0.92,-3.11,-0.87,-1.29,-1.39
"13074","QPRT",-3.45,-3.24,-1.49,-1.27,-2.59,-1.36,-2.68,-3.38,-3.22,-2.84,-2.552
"13075","QRFP",-0.03,-0.17,NA,-0.21,NA,-0.14,-0.17,-0.56,NA,NA,-0.213333333333333
"13076","QRFPR",-0.05,-0.14,NA,-0.79,NA,-0.53,NA,NA,NA,NA,-0.3775
"13077","QRICH1",-1.26,-0.63,-0.8,-0.45,-0.35,-0.43,-0.33,-2.14,-0.73,-2.35,-0.947
"13078","QRICH2",-0.36,-1.13,NA,-0.58,-0.28,-0.43,-0.22,-1.42,-0.1,-0.53,-0.561111111111111
"13079","QRSL1",-2.51,-1.8,-2.47,-2.7,NA,-0.7,-2.02,-2.06,-1.99,-1.43,-1.96444444444444
"13080","QSER1",-1.27,-0.91,-0.93,-0.37,-1.79,-1.52,-1.44,-1.38,-0.75,-0.88,-1.124
"13081","QSOX1",-1.3,-1.83,-1.54,-1.1,-1.6,-1.83,-1,-2.11,-1.21,-1.94,-1.546
"13082","QSOX2",-1.81,-0.43,-1.11,-0.59,-1.64,-1.91,-1.05,-2.03,-1.15,-2.13,-1.385
"13083","QTRT1",-3,-1.69,-1.62,-0.85,NA,-1.15,-1.38,-1.45,-1.42,-1.98,-1.61555555555556
"13084","R3HCC1",-0.69,-2.16,-0.3,-0.1,-0.83,-0.51,-1.37,-1.42,-0.77,-1.02,-0.917
"13085","R3HCC1L",-3.35,-1.58,-0.34,-1,-0.78,-0.53,-0.55,-1.52,-1.02,-1.26,-1.193
"13086","R3HDM1",-0.42,-1.19,-1.63,-0.0900000000000001,-0.3,-0.58,-0.31,-0.87,-0.18,-1.44,-0.701
"13087","R3HDM2",-1.21,-1.42,-1.19,-0.28,-0.71,-0.19,-0.47,-0.54,-0.64,-0.93,-0.758
"13088","R3HDM4",-0.94,-2.8,-2.37,-1.22,-0.98,-1.38,-1.12,-2.49,-0.88,-2.35,-1.653
"13089","R3HDML",0,-0.08,NA,-0.02,NA,-0.15,NA,-0.99,NA,-0.12,-0.226666666666667
"13090","RAB10",-1.72,-1.04,-1.13,-0.28,-0.66,-1.11,-1.55,-0.72,-1.68,-0.5,-1.039
"13091","RAB11A",-2.29,-1.47,-0.48,-1.09,-0.94,-4.38,-0.72,-1.23,-0.73,-1.02,-1.435
"13092","RAB11B",-0.13,-0.43,-0.29,-0.3,-0.33,-0.46,0.0899999999999999,-0.98,-0.13,-0.51,-0.347
"13093","RAB11FIP1",0,-1.37,-2.83,-1.04,-1.69,-1.23,-1.1,-1.69,-0.74,-1.47,-1.316
"13094","RAB11FIP2",-0.71,-0.6,-0.81,-1.02,-0.65,-1.16,-0.37,-1.22,-0.74,-1.59,-0.887
"13095","RAB11FIP3",-0.42,-0.72,-0.39,-0.69,-0.48,-0.86,-0.43,-1.88,-0.07,-1.16,-0.71
"13096","RAB11FIP4",-1.07,-1.57,-1.43,-0.78,-0.55,-0.5,-0.51,-0.54,-0.96,-0.66,-0.857
"13097","RAB11FIP5",-1.46,-1.84,-2.35,-1.66,NA,-2.35,-1.18,-2,-0.44,-0.91,-1.57666666666667
"13098","RAB12",-0.88,-1.35,-1.39,-0.95,-2.17,-1.49,-0.84,-1.29,-0.82,-0.59,-1.177
"13099","RAB13",-4.51,-5.13,-2.9,-4.59,-3.99,-4.9,-3.96,-2.61,-2.85,-4.92,-4.036
"13100","RAB14",-0.16,-0.69,-1.28,-0.16,-1.25,-0.81,-0.0800000000000001,-0.45,-0.1,-0.52,-0.55
"13101","RAB15",-0.58,-1.66,-0.52,-0.43,-0.93,-1.29,-0.57,-2.29,-0.03,-0.94,-0.924
"13102","RAB17",-0.43,-0.44,-1.25,-1.11,-0.18,-0.22,-0.13,-1.97,-0.02,-1.07,-0.682
"13103","RAB18",-0.28,-0.61,-0.76,-0.93,-0.31,-0.98,-0.72,-0.89,-0.68,-1.23,-0.739
"13104","RAB19",NA,-0.62,NA,-1.08,-0.22,-0.25,-0.11,-0.63,NA,NA,-0.485
"13105","RAB1A",-1.24,-0.63,-1.27,-0.89,-1.3,-1.59,-1.27,-1.22,-1.39,-1.03,-1.183
"13106","RAB1B",-0.35,-1.15,-0.35,-0.77,-0.15,-0.41,-1.63,-1.13,-0.93,-0.41,-0.728
"13107","RAB20",-3.6,-3.19,-3.52,-4.66,-3.65,-4.54,-3.73,-5.05,-3.63,-4.23,-3.98
"13108","RAB21",-0.55,-0.62,-0.45,-0.65,-1.4,-0.63,-0.54,-1.12,-1.07,-1.35,-0.838
"13109","RAB22A",-0.14,-0.32,-0.44,-1,-0.52,-5.23,-0.41,-0.85,-0.28,-0.66,-0.985
"13110","RAB23",-0.87,-0.72,-0.19,-0.44,-0.31,-0.69,-0.29,-0.58,-0.02,-0.1,-0.421
"13111","RAB24",-1.15,-2.49,-3.18,-2.11,NA,-0.95,-1.89,-3.33,-2.57,-2.68,-2.26111111111111
"13112","RAB25",-1.7,-0.06,-1.57,-1.36,-0.46,-0.58,-0.17,-1.22,-0.18,-0.58,-0.788
"13113","RAB26",-0.26,-1.73,-0.07,-1.72,-0.62,-0.16,-0.38,-1.52,-0.33,-1.78,-0.857
"13114","RAB27A",-1.23,-1.54,-0.41,-1.08,-0.75,-0.68,-0.69,-0.87,-0.65,-1.98,-0.988
"13115","RAB27B",-2.72,-2.04,-4.62,-0.88,-1.75,-4.58,-3.64,-1.6,-3.09,-3.33,-2.825
"13116","RAB28",-0.45,-0.27,-1.5,-0.93,-2.06,-0.29,-0.37,-0.62,-0.41,-1.41,-0.831
"13117","RAB29",-1.04,NA,-0.82,NA,NA,-1.71,-1.1,-2.65,-1.79,-1.55,-1.52285714285714
"13118","RAB2A",-0.77,-1.12,-0.72,-1.06,-1.03,-1.33,-1.01,-1.21,-0.7,-1.13,-1.008
"13119","RAB2B",-0.71,-1.07,-1.11,-0.79,-0.93,-0.75,-1.29,-2.95,-0.43,-1.21,-1.124
"13120","RAB30",-2.16,-5.35,-2.96,-2.06,-3.42,-2.72,-3.81,-4.01,-3.45,-4.47,-3.441
"13121","RAB31",-4.19,-5.16,-4.39,-3.51,-6.09,-6.7,-4.26,-4.81,-4.59,-5.66,-4.936
"13122","RAB32",-5.28,-3.72,-3.58,-1.54,NA,-4.77,-5.06,-5.19,-3.99,-3.87,-4.11111111111111
"13123","RAB33A",-1.18,-1.53,-1.44,-1.05,-0.39,-0.33,0.15,-0.7,-1.21,-1.16,-0.884
"13124","RAB33B",-1.12,-1.37,-0.76,-0.69,-0.93,-0.91,-1.05,-1.67,-1.05,-2.48,-1.203
"13125","RAB34",-2.7,-3.89,-2.4,-1.97,-2.61,-2.32,-1.89,-3.11,-2.6,-2.78,-2.627
"13126","RAB35",0.0600000000000001,-1.33,-0.86,-0.52,NA,-0.0700000000000003,-0.0800000000000001,-0.15,-0.26,-1.99,-0.577777777777778
"13127","RAB36",-0.44,-0.71,-1,-0.63,-0.39,-0.67,-0.16,-1.44,NA,-0.77,-0.69
"13128","RAB37",-2.25,-3.64,-2.41,-2,-1.4,-2.19,-1.53,-2.65,-1.91,-2.75,-2.273
"13129","RAB38",-3.22,-2.68,-1.15,-1.38,-1.03,-1.05,-0.56,-1.33,-0.36,-1.11,-1.387
"13130","RAB39A",-0.68,-0.64,NA,-1,-1.24,-0.56,-0.57,-1.81,-0.28,-0.83,-0.845555555555556
"13131","RAB39B",-1.1,-1.63,-1.35,-1.54,-0.62,-0.99,-0.35,-1.53,-0.31,-1.35,-1.077
"13132","RAB3A",-0.89,-1.33,-0.49,-0.32,-0.4,-1.04,-0.96,-1.31,-0.72,-1.42,-0.888
"13133","RAB3B",-0.2,-0.36,-1.09,-0.48,-0.61,-1.86,-0.12,-0.46,-0.59,-0.16,-0.593
"13134","RAB3C",-1.92,-2.85,-0.59,-2.71,-0.15,-1.37,-0.62,-0.72,NA,-2.27,-1.46666666666667
"13135","RAB3D",-1.65,-1.79,-3.13,-1.08,-1.89,-2.51,-1.27,-1.37,-1.69,-1.38,-1.776
"13136","RAB3GAP1",-0.88,-1.36,-1.84,-1.38,-1.03,-0.54,-1.14,-2.49,-0.6,-1,-1.226
"13137","RAB3GAP2",-0.67,-0.0700000000000003,-0.7,-1.36,-0.95,-0.29,-0.76,-1.59,-1.1,-1.28,-0.877
"13138","RAB3IL1",-0.28,-0.67,-1.58,-0.19,-2.91,-0.73,-0.27,-1.07,-0.1,NA,-0.866666666666667
"13139","RAB3IP",-0.23,-0.82,-0.99,-0.5,-2.04,-0.92,-0.91,-0.58,-1.11,-2.77,-1.087
"13140","RAB40A",-0.04,-0.07,NA,-0.27,-0.29,-0.04,-0.81,-0.14,NA,NA,-0.237142857142857
"13141","RAB40AL",-0.16,-0.95,NA,-0.45,-0.06,NA,-0.08,-1.19,NA,NA,-0.481666666666667
"13142","RAB40B",-1.13,-1.6,-1.66,-1.09,-1.22,-1.2,-1.62,-1.31,-1.11,-1.52,-1.346
"13143","RAB40C",-0.51,-2.51,-0.41,-1.89,-0.53,-1.21,-0.28,-1.04,-0.5,-1.49,-1.037
"13144","RAB41",NA,-0.2,NA,-0.29,NA,-0.22,NA,-0.44,NA,NA,-0.2875
"13145","RAB42",-2.52,-0.72,-1.84,-1.34,-2.46,-1.57,-0.47,-2.52,-1.12,NA,-1.61777777777778
"13146","RAB43",-0.02,-0.46,-0.43,-0.8,-0.28,-0.9,0.14,-0.33,-0.01,-2.7,-0.579
"13147","RAB44",-1.49,-2.23,-3.02,-0.05,NA,-2.29,-2.34,-1.4,-0.19,-1.22,-1.58111111111111
"13148","RAB4A",-0.97,-2.6,-0.96,-1.5,-0.6,-1,-0.45,-1.49,-1,-1.75,-1.232
"13149","RAB4B",-2.5,-1.75,-1.11,-0.64,-0.76,-1.13,-0.56,-0.85,-0.56,-1.38,-1.124
"13150","RAB4B.EGLN2",NA,-0.13,NA,-0.44,-0.73,NA,NA,-0.21,NA,NA,-0.3775
"13151","RAB5A",-2.59,-1.23,-0.85,-0.97,-0.48,-1.26,-0.28,-1.45,-0.0500000000000003,-2.23,-1.139
"13152","RAB5B",-1.73,-0.61,-1.16,-0.47,-0.7,-0.78,-0.94,-1.35,-1.8,-1.66,-1.12
"13153","RAB5C",-0.96,-1,-1.32,-0.94,-1.49,-2.05,-0.53,-0.95,-0.57,-0.2,-1.001
"13154","RAB6A",-0.48,-1.3,-0.89,-1.05,-0.3,-0.98,-1.01,-1.36,-0.64,-0.45,-0.846
"13155","RAB6B",-0.6,-1.75,-0.71,-0.82,-0.28,-0.42,-0.63,-0.5,-0.1,-0.49,-0.63
"13156","RAB6C",-0.27,-0.32,-0.8,-0.17,-0.91,-0.05,-0.02,-0.07,NA,NA,-0.32625
"13157","RAB7A",-1.17,-0.489999999999999,-1.22,-0.53,-1.25,-2.15,-1.25,-1.15,-0.7,-1.06,-1.097
"13158","RAB7B",-4.61,NA,-2.79,NA,NA,-4.95,-4.13,-5.77,NA,NA,-4.45
"13159","RAB8A",-0.42,-0.44,-0.75,-0.54,-1.63,-0.61,-0.94,-1.3,-0.23,-0.82,-0.768
"13160","RAB8B",-1.27,-2.25,-0.63,-0.72,-0.47,-1.02,-1.76,-1.16,-0.61,-0.43,-1.032
"13161","RAB9A",-3.53,-3.16,-1.34,-1.14,-2.13,-3.17,-3.13,-2.36,-1.87,-1.07,-2.29
"13162","RAB9B",-0.46,-0.31,-0.68,-0.57,-0.38,-0.92,-0.54,-0.59,-0.07,-0.35,-0.487
"13163","RABAC1",-2.35,-2.17,-0.67,-1.01,-2.48,-0.97,-2.3,-2.47,-2.43,-2.74,-1.959
"13164","RABEP1",-0.45,-1.1,-1.95,-1.32,-0.77,-0.59,-0.45,-2.53,-0.53,-1.86,-1.155
"13165","RABEP2",-2.43,-0.52,-2.12,-1.84,-1.85,-0.65,-1.38,-2.7,-1.46,-1.93,-1.688
"13166","RABEPK",-0.54,-1.25,-0.94,-1.39,-0.98,-1.08,-0.69,-0.62,-1.21,-0.79,-0.949
"13167","RABGAP1",-1.42,-1.69,-1.78,-0.65,-0.5,-1.24,-0.93,-2.3,-1.7,-1.53,-1.374
"13168","RABGAP1L",-0.36,-0.9,-0.37,-0.91,-0.96,-0.74,-0.41,-1.11,-0.69,-0.869999999999999,-0.732
"13169","RABGGTA",-0.75,-1.35,-0.73,-0.66,-0.69,-0.73,-1.07,-1.17,-0.9,-0.93,-0.898
"13170","RABGGTB",-0.17,-0.84,-1.33,-0.66,-0.32,-0.66,-0.68,-1.84,-0.35,-0.81,-0.766
"13171","RABIF",-0.83,-1.21,-1,-1.08,-0.5,-0.55,-0.37,-0.86,-0.48,-0.93,-0.781
"13172","RABL2A",-0.72,-1.5,-1.28,-0.95,-1.46,-0.58,-0.88,-2.11,-1.66,-1.37,-1.251
"13173","RABL2B",-0.61,0.0699999999999998,-0.94,-1.06,-1.18,-0.56,-0.4,-2.83,-1.13,-0.87,-0.951
"13174","RABL3",-3.8,-1.03,-0.98,-0.59,-0.38,-0.97,-0.56,-1.74,-0.98,-1.91,-1.294
"13175","RABL6",-0.11,-2.77,-1.05,-0.78,-0.22,-0.15,-0.14,-0.99,-1.53,-1.1,-0.884
"13176","RAC1",-2.27,-1.78,-1.71,-1.9,-1.82,-1.87,-1.89,-2.75,-1.81,-2.12,-1.992
"13177","RAC2",-0.04,-1.05,-0.33,-0.319999999999999,0.05,-1.08,-0.26,-0.26,-0.32,0,-0.361
"13178","RAC3",-0.78,-0.48,-1.09,-0.13,-0.38,-0.63,-0.51,-0.46,-0.08,NA,-0.504444444444444
"13179","RACGAP1",-0.93,-1.98,-1.06,0.0399999999999998,-1.55,-0.67,-0.89,-2.24,-0.16,-0.94,-1.038
"13180","RAD1",-0.12,-0.43,-1.15,-0.63,-0.57,-0.73,-0.53,-0.25,-0.25,-1.2,-0.586
"13181","RAD17",-0.71,-0.68,-1.56,-0.87,-1.35,-0.76,-0.96,-1.36,-0.85,-0.9,-1
"13182","RAD18",-0.27,-0.86,-1.53,-0.7,-2.11,-1.02,-0.32,-1.3,-0.45,-0.61,-0.917
"13183","RAD21",-0.0299999999999998,-0.83,-0.26,-0.56,-1.04,-0.42,0.00999999999999979,-1.09,0.0300000000000002,-0.42,-0.461
"13184","RAD21L1",NA,-2.72,NA,-0.12,NA,-0.12,-0.05,-0.53,NA,NA,-0.708
"13185","RAD23A",-0.57,-0.52,-0.35,-0.41,-0.67,-0.6,-0.47,-1.6,-0.2,-1.02,-0.641
"13186","RAD23B",-1.09,-0.56,-0.83,-0.74,-0.34,-0.62,-0.23,-1.49,-0.79,-1.1,-0.779
"13187","RAD50",-0.21,-1.25,-1.41,-0.92,-0.950000000000001,-0.46,-0.58,-0.55,-0.38,-0.79,-0.75
"13188","RAD51",-0.37,-1.85,-0.46,-0.35,-2.08,-1.81,-1.16,-2.58,-0.37,-1.35,-1.238
"13189","RAD51AP1",-0.78,-1.88,-0.71,-0.9,-1.24,-1.26,-1.65,-3.12,-0.58,-1.56,-1.368
"13190","RAD51AP2",-0.04,-0.29,NA,-0.15,NA,0.05,-0.2,-3.64,NA,0,-0.61
"13191","RAD51B",-1.45,-3.04,-0.73,-0.77,-0.45,-0.53,-1.31,-0.37,-0.35,-1.66,-1.066
"13192","RAD51C",0.15,-0.32,-0.57,-0.48,-1.9,-1.07,-0.18,-0.79,-0.67,-0.5,-0.633
"13193","RAD51D",-0.62,-1.39,-2.21,-0.62,-0.71,-0.77,-1.18,-1.04,-0.13,-0.88,-0.955
"13194","RAD51L3.RFFL",NA,-1.81,NA,-0.66,-0.22,NA,NA,-2.33,NA,NA,-1.255
"13195","RAD52",-0.42,-1.54,-0.53,-0.47,-0.77,-0.54,-0.92,-1.69,-0.4,-0.94,-0.822
"13196","RAD54B",-0.29,-1,-0.73,-0.29,-0.45,-0.51,-0.49,-2.23,-0.3,-0.73,-0.702
"13197","RAD54L",-0.77,-1.63,-0.22,-0.83,-0.56,-0.44,-0.46,-1.72,-0.07,-2.82,-0.952
"13198","RAD54L2",-0.97,-2.64,-1.2,-0.81,-2.09,-0.2,-0.45,-0.8,-0.34,-0.63,-1.013
"13199","RAD9A",-0.36,-1.78,-1.45,-0.47,-0.72,-0.73,-1.27,-0.43,-1.05,-1.85,-1.011
"13200","RAD9B",-0.58,-0.28,NA,-0.68,-0.33,-0.81,-0.12,-1.16,NA,-1.3,-0.6575
"13201","RADIL",-0.32,-1.6,-0.35,-1.37,-0.11,-0.67,-0.04,-0.3,NA,NA,-0.595
"13202","RAE1",-0.88,-0.92,-0.74,-0.42,-0.5,-0.57,-0.59,-1.09,-1.43,-0.79,-0.793
"13203","RAET1E",-0.25,-0.85,NA,-0.34,-0.17,-0.41,NA,-1.38,NA,NA,-0.566666666666667
"13204","RAET1G",-0.56,-0.33,NA,-1.03,0,-0.94,-0.03,-0.85,NA,NA,-0.534285714285714
"13205","RAET1L",-0.18,-0.18,NA,-0.01,-0.06,-0.26,-0.02,-0.06,NA,-0.14,-0.11375
"13206","RAF1",-0.16,-0.79,-2.47,-0.59,-0.69,-0.51,-0.57,-1.25,-0.89,-0.27,-0.819
"13207","RAG1",-0.25,-0.26,NA,-0.33,-0.31,-0.45,-1.12,-0.25,NA,NA,-0.424285714285714
"13208","RAG2",NA,NA,NA,-0.19,-0.06,-0.34,NA,-0.13,NA,NA,-0.18
"13209","RAI1",-1.2,-0.6,-2.03,-0.71,-3.02,-1.47,-0.2,-0.91,-1.02,-0.55,-1.171
"13210","RAI14",-3.7,-4.24,-1.74,-3.41,-0.74,-3.39,-0.74,-0.77,-0.18,-5.26,-2.417
"13211","RAI2",-1.56,-1.89,-1.07,-1.28,-0.23,-1.31,-0.35,-0.15,NA,-0.66,-0.944444444444444
"13212","RALA",-1.96,-1.76,-0.95,-0.99,-0.77,-1.72,-1.23,-1.26,-1.89,-2.7,-1.523
"13213","RALB",-2.31,-2.47,-1.99,-1.68,-2.05,-3.05,-2.78,-1.72,-1.68,-2.17,-2.19
"13214","RALBP1",-1.18,-1.29,-2.47,-0.32,-0.69,-0.5,-0.41,-1.7,-0.16,-0.84,-0.956
"13215","RALGAPA1",-0.67,-1.2,-1.21,-1.28,-0.38,-1.24,-1.05,-1.54,-0.62,-1.82,-1.101
"13216","RALGAPA2",-2.4,-1.79,-1.3,-1.96,-1.12,-2.96,-0.67,-1.94,-0.58,-2.82,-1.754
"13217","RALGAPB",-1.27,-0.59,-0.3,-1.19,-0.55,-0.39,-0.69,-1.11,-0.67,-0.88,-0.764
"13218","RALGDS",-0.7,-0.77,-0.0800000000000001,-0.39,-0.81,-1.99,-0.19,-0.42,-0.46,-0.93,-0.674
"13219","RALGPS1",-0.6,-1.34,-2.03,-1.83,-0.58,-0.42,-1.33,-1.42,-1.01,-1.48,-1.204
"13220","RALGPS2",-3.59,-1.89,-5.55,-3.53,-5.12,-3.82,-4.85,-4.67,-4.17,-5.38,-4.257
"13221","RALY",-0.399999999999999,-0.46,-0.04,-0.66,-1.62,-0.27,-0.97,-1.74,-0.61,-0.36,-0.713
"13222","RALYL",0,0,NA,-0.56,NA,-0.28,NA,-3.18,NA,NA,-0.804
"13223","RAMP1",-3.78,-5.51,-1.79,-1.39,-1.96,-2.84,-3.15,-5.61,-3.35,-2.83,-3.221
"13224","RAMP2",-7.17,-6.33,-1.28,-6.4,-0.05,-5.29,-3.21,-2.55,-0.84,-6.84,-3.996
"13225","RAMP3",-6.01,-7.08,-2.06,-6.94,-0.09,-5.85,-2.56,-2.86,NA,-6.78,-4.47
"13226","RAN",-0.0700000000000003,-0.35,-0.36,-0.33,-0.62,-0.159999999999999,-0.300000000000001,-1.17,0.0700000000000003,-0.55,-0.384
"13227","RANBP1",-0.0199999999999996,-0.33,-0.62,-0.04,-0.17,-3.94,0,-0.43,0.13,-0.0100000000000007,-0.543
"13228","RANBP10",-0.48,-1.05,-0.91,-0.61,-1.83,-0.56,-1.19,-1.3,-1.02,-0.82,-0.977
"13229","RANBP17",-1.17,-1.33,-0.32,-0.56,-0.41,-0.16,-0.79,-1.74,NA,-1.13,-0.845555555555556
"13230","RANBP2",-1.59,-1.47,-0.72,-0.72,-0.76,-1.31,-0.91,-2.31,-0.69,-2.69,-1.317
"13231","RANBP3",-0.49,-0.68,-0.46,-0.73,-0.00999999999999979,-0.82,-0.11,-0.68,-0.23,-0.33,-0.454
"13232","RANBP3L",0,-0.01,NA,-0.03,0,-0.16,-0.06,-0.04,NA,NA,-0.0428571428571429
"13233","RANBP6",-0.59,-0.48,-0.63,-1.7,-1.23,-0.61,-1.32,-1.15,-0.77,-0.78,-0.926
"13234","RANBP9",0.01,-1.89,-0.53,-0.85,-0.69,-0.0300000000000002,0,-1.27,-0.35,-2.12,-0.772
